article_id,title,authors,year,journal,doi,pdf_path,screening_status,examination_status,study_order
M0255,"Could AI risk perception, AI learning anxiety and personal growth initiative influence university students' AI usage capability? An empirical investigation based on the control-value theory.","Jiang, Yali ; Chen, Haiping",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1788475,review/EBSCO/pdfs/EBSCO_M0255_Jiang_2026_Could_AI_risk_perception_AI_learning_anxiety_and.pdf,level1_fail,not_read,
M0256,Leading Innovation in Tourism and Hospitality: The Mediating Role of Knowledge Sharing and Organizational Agility.,"Hasanein, Ahmed Mohamed ; Alhaidar, Maher Abdullah ; Al-Romeedy, Bassam Samir ; Seraj, Abdullah H.",2026,Systems,10.3390/systems14040369,review/EBSCO/pdfs/EBSCO_M0256_Ahmed Mohamed Hasanein_2026_Leading_Innovation_in_Tourism_and_Hospitality_Th.pdf,excluded_pls,not_read,
M0257,Supervisors as Enhancers of Workplace Resilience Training: Promoting Training Transfer at Work and Perceptions of Support.,"Kho, Madison C. ; Crane, Monique F.",2026,Journal of Personnel Psychology,10.1027/1866-5888/a000384,review/EBSCO/pdfs/EBSCO_M0257_Kho_2026_Original_Article_Supervisors_as_Enhancers_of_Wor.pdf,included,fully_coded,M0257
M0258,How Work Autonomy Enhances Adaptive Performance: The Sequential Role of Job Crafting Towards Strengths and Demands–Abilities Fit in Times of Crisis.,"Lau, Angelika ; Aguirre Reid, Sophia C.",2026,Journal of Change Management,10.1080/14697017.2026.2631400,review/EBSCO/pdfs/EBSCO_M0258_Lau_2026_How_Work_Autonomy_Enhances_Adaptive_Performance.pdf,excluded_pls,not_read,
M0259,Accelerating digital transformation: key drivers of cloud computing adoption and firm performance outcomes in Malaysian SMEs.,"Subramaniam, Anusuiya ; Teh, Raymond",2026,Future Business Journal,10.1186/s43093-025-00711-7,review/EBSCO/pdfs/EBSCO_M0259_:_2026_Accelerating_digital_transformation_key_drivers.pdf,excluded_pls,not_read,
M0260,Algorithm aversion among workers in on-demand platforms: an exploration in the context of ride-hailing.,"Shen, Junjie ; Niu, Yanping ; Guo, Ziqing ; Chai, Yandong",2026,Management System Engineering,10.1007/s44176-026-00060-x,review/EBSCO/pdfs/EBSCO_M0260__2026_Algorithm_aversion_among_workers_in_on-demand_pl.pdf,included,fully_coded,M0260
M0261,When Leader Expectations Inspire and When They Overwhelm: The Role of Growth Mindset and Prior Performance in Employee Emotional and Engagement Responses to Leader High Performance Expectations.,"Wang, Zhen ; Chen, Huan",2026,Journal of Business & Psychology,10.1007/s10869-025-10040-9,review/EBSCO/pdfs/EBSCO_M0261_Chen_2025_When_Leader_Expectations_Inspire_and_When_They_O.pdf,included,fully_coded,M0261
M0262,Digitalization and Employee Health and Well-Being During COVID-19.,"Ha, Hyesong ; Raghavan, Aarthi ; Demircioglu, Mehmet Akif ; Hur, Hyunkang",2026,Administrative Sciences (2076-3387),10.3390/admsci16030156,review/EBSCO/pdfs/EBSCO_M0262_Ha_2026_Digitalization_and_Employee_Health_and_Well-Bein.pdf,included,fully_coded,M0262
M0263,Entrepreneurial Intentions: The Role of Gender and Culture in Entrepreneurial Education.,"Krishna, Shwetha M. ; Agrawal, Somya",2026,Administrative Sciences (2076-3387),10.3390/admsci16010038,review/EBSCO/pdfs/EBSCO_M0263_Shwetha M. Krishna and Somya Agrawal_2025_Entrepreneurial_Intentions_The_Role_of_Gender_an.pdf,excluded_pls,not_read,
M0264,Antecedents and Consequences of Customized Product Value.,"Yıldırım, Emre ; Nart, Sima ; Karatepe, Osman M.",2026,Journal of Theoretical & Applied Electronic Commerce Research,10.3390/jtaer21030076,review/EBSCO/pdfs/EBSCO_M0264_Karatepe_2026_Antecedents_and_Consequences_of_Customized_Produ.pdf,included,fully_coded,M0264
M0265,Hedonic Beats Utilitarian: Differential Effects of AI Chatbots and AR/VR on Consumer Engagement in E-Commerce.,"Zhang, Qin ; Abdullah, Firdaus",2026,Journal of Theoretical & Applied Electronic Commerce Research,10.3390/jtaer21020060,review/EBSCO/pdfs/EBSCO_M0265_Zhang_2025_Hedonic_Beats_Utilitarian_Differential_Effects_o.pdf,included,fully_coded,M0265
M0266,'Volunteers are incompetent': how the stereotype of incompetence impacts new volunteer's participation.,"Miao, Qing ; Huang, Jinhao ; He, Yuhang ; Pan, Chao",2026,Public Management Review,10.1080/14719037.2024.2436049,review/EBSCO/pdfs/EBSCO_M0266_Qing Miaoa_2024_Volunteers_are_incompetent_how_the_stereotype_of.pdf,included,fully_coded,M0266
M0267,Linking Developmental HRM to Organizational Dehumanization Among Nurses: Work Meaningfulness as a Mediator and Mastery Climate as a Moderator.,"Song, Yao ; Liu, Yang ; Li, Shanshan ; Colet, Paolo C.",2025,Journal of Nursing Management,10.1155/jonm/8009052,review/EBSCO/pdfs/EBSCO_M0267_Liu_2025_Linking_Developmental_HRM_to_Organizational_Dehu.pdf,included,fully_coded,M0267
M0268,FARMERS AS A CONSUMERS: UTAUT WITH DUAL MODERATED MEDIATION MODEL.,"YILMAZEL, Sefa Emre",2025,International Journal of Economic & Administrative Studies,10.18092/ulikidince.1504428,review/EBSCO/pdfs/EBSCO_M0268_.._2025_Uluslararası_İktisadi_ve_İdari_İncelemeler_Dergi.pdf,excluded_pls,not_read,
M0269,Interplay between Teachers’ Affective Well-Being and Thriving at Work: A Cross-Lagged Study.,"Wei, Shuhua ; Ding, Hejuan ; Sun, Huihui",2025,Journal of Happiness Studies,10.1007/s10902-025-00863-x,review/EBSCO/pdfs/EBSCO_M0269_© The Author(s)_2025_RESEARCH_PAPER_Accepted_8_January_2025.pdf,level1_fail,not_read,
M0270,The impact of biodiversity information on willingness to pay.,"Hörisch, Jacob ; Petersen, Lars ; Jacobs, Kathleen",2024,Journal of Industrial Ecology,10.1111/jiec.13552,review/EBSCO/pdfs/EBSCO_M0270_Petersen_2024_The_impact_of_biodiversity_information_on_willin.pdf,included,fully_coded,M0270
M0271,Tasks at hand or more challenges: The roles of regulatory focus and job insecurity in predicting work behaviours.,"Tu, Yan ; Wang, Hai‐Jiang ; Jiang, Lixin ; De Witte, Hans ; Long, Lirong",2024,Journal of Occupational & Organizational Psychology,10.1111/joop.12533,review/EBSCO/pdfs/EBSCO_M0271_Psychol._2023_Tasks_at_Hand_or_More_Challenges_The_Roles_of_Re.pdf,included,fully_coded,M0271
M0272,"A New Look at Job Demands, Resources, and Volunteers' Intentions to Leave: The Role of Work–Home Interference and Burnout.","Magrone, Monica ; Montani, Francesco ; Emili, Silvia ; Bakker, Arnold B. ; Sommovigo, Valentina",2024,Voluntas: International Journal of Voluntary & Nonprofit Organizations,10.1007/s11266-024-00679-y,review/EBSCO/pdfs/EBSCO_M0272_Magrone_2024_A_New_Look_at_Job_Demands_Resources_and_Voluntee.pdf,included,fully_coded,M0272
M0273,Medical Artificial Intelligence Information Disclosure on Healthcare Professional Involvement in Innovation: A Transactional Theory of Stress and Coping Model.,"Huo, Weiwei ; Luo, Wenhao ; Yan, Jiaqi ; Wang, Yixin ; Deng, Yehui",2024,International Journal of Human-Computer Interaction,10.1080/10447318.2023.2266797,review/EBSCO/pdfs/EBSCO_M0273_Huo_2024_Medical_Artificial_Intelligence_Information_Disc.pdf,excluded_pls,not_read,
M0274,How does mindful leadership promote employee green behavior? The moderating role of green human resource management.,"Yang, Jin ; Yu, Ting ; Li, Anya",2024,Corporate Social Responsibility & Environmental Management,10.1002/csr.2870,review/EBSCO/pdfs/EBSCO_M0274_Yang_2023_How_does_mindful_leadership_promote_employee_gre.pdf,level1_fail,not_read,
M0275,Vitality and learning: the impact of mobile technology use across work–nonwork boundaries on job performance.,"Zhou, Mi ; Liu, Wei ; Fan, Weiguo",2024,Behaviour & Information Technology,10.1080/0144929x.2023.2262605,review/EBSCO/pdfs/EBSCO_M0275_Mi Zhoua_2022_untitled.pdf,included,fully_coded,M0275
M0276,"Sustainable development, environmental innovation and export firms: The moderating roles of external collaboration, creativity enhancement and internal development processes.","Galbreath, Jeremy ; Chang, Chia‐Yang ; Tisch, Daniel",2024,Sustainable Development,10.1002/sd.2903,review/EBSCO/pdfs/EBSCO_M0276_Galbreath_2023_Sustainable_development_environmental_innovation.pdf,level1_fail,not_read,
M0277,From cognitive need to problematic use: a chained mediation path moderated by academic stress and AI literacy.,"Kong, Yong ; Dong, Tongqiang ; Yang, Ziyi ; Fang, Yu ; Chen, Ning",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1767454,review/EBSCO/pdfs/EBSCO_M0277_Kong_2026_From_cognitive_need_to_problematic_use_a_chained.pdf,level1_fail,not_read,
M0278,Psychological mechanisms underlying employability among Chinese university students: a sequential mediation model and gender invariance analysis.,"Chang, Hongying ; Yan, Guohua ; Guo, Jichang",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1749175,review/EBSCO/pdfs/EBSCO_M0278_Chang_2026_Psychological_mechanisms_underlying_employabilit.pdf,level1_fail,not_read,
M0279,Flowing toward toughness: serial mediation of flow and mental toughness in gamified XR soccer instruction.,"Li, Chao ; Memmert, Daniel ; Sang, Guangliang",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1731891,review/EBSCO/pdfs/EBSCO_M0279_Li_2026_Flowing_toward_toughness_serial_mediation_of_flo.pdf,excluded_pls,not_read,
M0280,The mediating role of professional self-concept in how teacher professional development influences rural physical education teachers' work engagement: a moderated mediation analysis.,"Yan, Jihong ; Dai, Xinyu",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1767900,review/EBSCO/pdfs/EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.pdf,included,fully_coded,M0280
M0281,How Machiavellian leadership affects employees' happiness at work: the role of psychological contract breach and coworker exchange.,"Wu, Hao ; Lu, Shuai ; Liu, Anle",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1763335,review/EBSCO/pdfs/EBSCO_M0281_Wu_2026_How_Machiavellian_leadership_affects_employees_h.pdf,excluded_pls,not_read,
M0282,Flourishing and its influencing factor in inflammatory bowel disease patients: a latent profile analysis.,"Lu, Bingyuan ; Ma, Linlin ; Xia, Fei ; Zhang, Lu ; Liu, Ying ; Yu, Xiaoyan ; Sun, Renjuan ; Luo, Yanfang",2026,Frontiers in Psychiatry,10.3389/fpsyt.2026.1751497,review/EBSCO/pdfs/EBSCO_M0282_Bingyuan Lu †_2025_Flourishing_and_its_influencing_factor_in_inflam.pdf,level1_fail,not_read,
M0283,Understanding individual-level absorptive capacity: unpacking the roles of innovative attitude and motivation in perceived academic performance of Chinese international students in South Korea.,"Jeon, Mingyeong ; Yin, Meiling",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1687241,review/EBSCO/pdfs/EBSCO_M0283_Jeon_2026_Understanding_individual-level_absorptive_capaci.pdf,excluded_pls,not_read,
M0284,Trust-Mediated adoption of AI Robo-Advisors in inland china: an extended UTAUT perspective.,"Guo, Yantong ; Waked, Hayyan Nassar",2026,Journal of Financial Services Marketing,10.1057/s41264-025-00339-2,review/EBSCO/pdfs/EBSCO_M0284_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.pdf,excluded_pls,not_read,
M0285,Positive emotional cues at work: how customer empowering behavior promotes proactive customer service via psychological safety.,"Chen, Wei ; Yao, Kai ; Fan, Zhaoying",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1734905,review/EBSCO/pdfs/EBSCO_M0285_Wei Chen_2026_Positive_emotional_cues_at_work_how_customer_emp.pdf,included,fully_coded,M0285
M0286,"Variations in Dementia Awareness, Contact and Stigma Attitudes Across Generations: A Community-Based Cross-Sectional Study in Shanghai, China.","Li, Wenjia ; Gao, Han ; Zhang, Xinni ; Tang, Qinghe",2026,International Journal of General Medicine,10.2147/ijgm.s577884,review/EBSCO/pdfs/EBSCO_M0286_Wenjia Li_2026_IJGM_A_577884_114.pdf,level1_fail,not_read,
M0287,"A study on the relationship between digital leadership, digital self-efficacy, and work engagement: the moderating role of technostress.","Li, Jingke ; Wang, Yongkang ; Han, Joongoo",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1751207,review/EBSCO/pdfs/EBSCO_M0287_Li_2026_A_study_on_the_relationship_between_digital_lead.pdf,excluded_pls,not_read,
M0288,"Exploring the roles of social capital, social interaction and financial literacy in shaping access to finance for Indian SMEs.","Shharma, Poojha Chaturvedi ; Bansal, Rohit ; Aziz, Aulia Luqman ; Propheto, Arfendo",2026,Discover Sustainability,10.1007/s43621-026-02680-5,review/EBSCO/pdfs/EBSCO_M0288_Williams_2026_RESEARCH.pdf,excluded_pls,not_read,
M0289,Interpersonal satisfaction and classroom silence in Chinese universities: the mediating role of social anxiety.,"Liu, Yuqiang ; Liu, Mengzhu ; Zhang, Siguang",2026,Frontiers in Psychology,10.3389/fpsyg.2026.1676791,review/EBSCO/pdfs/EBSCO_M0289_Yuqiang Liu_2025_Interpersonal_satisfaction_and_classroom_silence.pdf,level1_fail,not_read,
M0290,How relationship-oriented behavior influences employee voice-silence conversion in cross-cultural virtual teams: the mediating role of psychological safety.,"Dong, Xuetong ; Xing, Luling",2026,Frontiers in Psychology,10.3389/fpsyg.2025.1662897,review/EBSCO/pdfs/EBSCO_M0290_†_2025_How_relationship-oriented_behavior_influences_em.pdf,included,fully_coded,M0290
M0291,"Resource Endowments, Value Cognition, and Strategic Risk-Taking: Explaining Carbon-Reduction Investments in Port Enterprises.","Zhao, Tingting ; Ding, Ning ; Gu, Jing ; Chen, Maowei",2026,Systems,10.3390/systems14020203,review/EBSCO/pdfs/EBSCO_M0291_Tingting Zhao_2026_Resource_Endowments_Value_Cognition_and_Strategi.pdf,excluded_pls,not_read,
M0292,From retention to turnover: the paradoxical role of career optimism and the moderating effect of psychological safety.,"Gong, Zhenxing ; Lu, Yue ; Li, Miaomiao",2026,Frontiers in Psychology,10.3389/fpsyg.2025.1706367,review/EBSCO/pdfs/EBSCO_M0292_Gong_2026_From_retention_to_turnover_the_paradoxical_role.pdf,included,fully_coded,M0292
M0293,The impact of self-transcendence values on cooperative behaviors: attitude mediation and emotional moderation.,"Kong, Qian-Qian ; Baharum, Harmi Izzuan Bin",2026,Frontiers in Psychology,10.3389/fpsyg.2025.1701352,review/EBSCO/pdfs/EBSCO_M0293_Kong_2026_The_impact_of_self-transcendence_values_on_coope.pdf,level1_fail,not_read,
M0294,Psychological pathways between leadership behavior and work-family balance: the mediating roles of employee satisfaction and perceived support.,"Wang, Pengyuan ; Lyu, Bei ; Yang, Qing ; Wan, Qiang",2026,Frontiers in Psychology,10.3389/fpsyg.2025.1626218,review/EBSCO/pdfs/EBSCO_M0294_Lyu_2025_Psychological_pathways_between_leadership_behavi.pdf,included,fully_coded,M0294
M0295,The influence of sports technology device usage on middle-aged health anxiety: chain mediation effects of health control perception and self-efficacy reconstruction.,"Li, Feixuan ; Peng, Jiahui ; Cao, Li ; Zhou, Deqiao",2026,Frontiers in Public Health,10.3389/fpubh.2025.1687208,review/EBSCO/pdfs/EBSCO_M0295_Feixuan Li_2025_The_influence_of_sports_technology_device_usage.pdf,level1_fail,not_read,
M0296,Influencing factors and mediating mechanisms of job crafting in clinical nursing practice.,"Wang, Jia ; Li, Yaru ; Sun, Jiaxin ; Cui, Yajuan ; Su, Mei ; Tang, Peijuan ; Wang, Yanting ; Hu, Yuchong ; Chang, Wenzhong ; Wang, Yanli",2026,Frontiers in Public Health,10.3389/fpubh.2025.1711339,review/EBSCO/pdfs/EBSCO_M0296_Jia Wang_2025_Influencing_factors_and_mediating_mechanisms_of.pdf,included,fully_coded,M0296
M0297,FRAUD DIAMOND ANALYSIS IN REVEALING ASSET MISAPPROPRIATION WITH FRAUD RISK ASSESSMENT AS A MODERATING VARIABLE: A PERSPECTIVE OF THE FRAUD DIAMOND THEORY.,"FADHILA, ZATI RIZKA ; CHARIRI, ANIS ; HANDAYANI, RR SRI",2026,Keunis,10.32497/keunis.v14i1.6832,review/EBSCO/pdfs/EBSCO_M0297_Jl. Hayam Wuruk SH No. Semarang_2026_P-ISSN_2302-9315_Vol_14_No_1_Jan_2026_Page_61-71.pdf,excluded_pls,not_read,
M0298,Digital transformation in SMEs: the impacts of strategic orientations and exploratory search strategies.,"Wang, Danping ; Chen, Dongyu ; Ye, Linlin ; Huang, Chris",2026,Management Research Review,,review/EBSCO/pdfs/EBSCO_M0298_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.pdf,excluded_pls,not_read,
M0299,Job crafting towards strengths and interests: how overqualification enhances creativity?,"Du, Yana ; Luo, Jinlian ; Su, Yaqi",2025,Service Industries Journal,10.1080/02642069.2025.2457548,review/EBSCO/pdfs/EBSCO_M0299_Yana Dua_2023_Job_crafting_towards_strengths_and_interests_how.pdf,included,fully_coded,M0299
M0300,To build a thriving workforce: unpacking the relationship between well-being-oriented human resource management and work outcomes.,"Xiao, Qijie ; Goh, Zen ; Cai, Yujie",2025,International Journal of Human Resource Management,10.1080/09585192.2026.2615719,review/EBSCO/pdfs/EBSCO_M0300_Xiao_2017_The_International_Journal_of_Human_Resource_Mana.pdf,included,fully_coded,M0300
M0301,"The impact of enterprise–union coupling relationships on gig workers' well-being in China: the roles of basic rights, growth rights and time pressure.","Zha, Xuanqi ; Hu, Enhua ; Yan, Ge ; Shan, Hongmei ; Wang, Ying",2025,International Journal of Human Resource Management,10.1080/09585192.2025.2602080,review/EBSCO/pdfs/EBSCO_M0301_Xuanqi Zhaa_2025_The_International_Journal_of_Human_Resource_Mana.pdf,included,fully_coded,M0301
M0302,Relational leadership and work‒life balance: The moderated mediating role of relational energy.,"Zhang, Haina ; Sun, Wei ; Tang, Guiyao",2025,Asia Pacific Journal of Management,10.1007/s10490-024-09995-9,review/EBSCO/pdfs/EBSCO_M0302_:–_2024_Asia_Pacific_Journal_of_Management_2025_42237924.pdf,included,fully_coded,M0302
M0303,The Downside of Ethical Convictions: Why and When Employees Reduce Ethical Voice in Response to Perceived Supervisor Ethical Conviction.,"Xiang, Yilin ; Chen, Lu ; Sun, Xinyu ; Feng, Xin",2025,Journal of Business & Psychology,10.1007/s10869-024-10003-6,review/EBSCO/pdfs/EBSCO_M0303_Feng_2024_The_Downside_of_Ethical_Convictions_Why_and_When.pdf,included,fully_coded,M0303
M0304,How Much Does the Business Development of Circular Eco‐Efficient Practices Improve by Shaking Stakeholders up?,"Garces‐Ayerbe, Concepción ; Rivera‐Torres, Pilar ; Darmandieu, Aurore",2025,"Business Ethics, the Environment & Responsibility",10.1111/beer.12768,review/EBSCO/pdfs/EBSCO_M0304_Business Ethics_2023_HOW_MUCH_DOES_THE_BUSINESS_DEVELOPMENT_OF_CIRCUL.pdf,included,fully_coded,M0304
M0305,Unpacking the Path from Knowledge Heterogeneity to Team Creativity: A Knowledge-Based View and Dynamic Capability Theory Perspective.,"Cai, Hongyi ; Zhao, Heng ; Huang, Yong",2025,Administrative Sciences (2076-3387),10.3390/admsci15110408,review/EBSCO/pdfs/EBSCO_M0305_Hongyi Cai_2025_Unpacking_the_Path_from_Knowledge_Heterogeneity.pdf,included,fully_coded,M0305
M0306,"Reading Minds, Sparking Ideas: How Machiavellian Leaders Boost Team Creativity Through Cross-Understanding.","Yan, Yihang ; Lei, Hongzhen ; Xiong, Hui ; Liu, Yuanzhe ; Qu, Xiaoqian",2025,Administrative Sciences (2076-3387),10.3390/admsci15100400,review/EBSCO/pdfs/EBSCO_M0306_Yan_2025_Reading_Minds_Sparking_Ideas_How_Machiavellian_L.pdf,included,fully_coded,M0306
M0307,"The more you connect, the less you connect: An examination of the role of phubbing at home and job crafting in the crossover and spillover effects of work–family spousal support on employee creativity.","Wang, Siqi ; Rofcanin, Yasin ; Las Heras, Mireia ; Yalabik, Zeynep",2024,Journal of Occupational & Organizational Psychology,10.1111/joop.12503,review/EBSCO/pdfs/EBSCO_M0307_Psychol._2023_The_More_You_Connect_the_Less_You_Connect_An_Exa.pdf,included,fully_coded,M0307
M0308,The Impact of Empowering Leadership on Taking Charge Behaviors: Mediating Strengths Use and Moderating Ambition.,"Kong, Lingnan ; Liu, Yang ; Ding, He ; Liu, Sha ; Yu, Shunkun",2024,Behavioral Sciences (2076-328X),10.3390/bs14080633,review/EBSCO/pdfs/EBSCO_M0308_Kong_2024_The_Impact_of_Empowering_Leadership_on_Taking_Ch.pdf,included,fully_coded,M0308
M0309,Organizational Benefits of Commuting Support: The Impact of Flexible Working Hours on Employees' OCB through Commuting Control.,"Gan, Zhiyi ; Gan, Jinhua ; Zhou, Zhiqing E. ; Tang, Hanying",2024,Social Indicators Research,10.1007/s11205-024-03378-9,review/EBSCO/pdfs/EBSCO_M0309_© The Author(s)_2024_ORIGINAL_RESEARCH_Accepted_17_June_2024_Publishe.pdf,included,fully_coded,M0309
M0310,The dark side of creativity: its connection to work-family conflict.,"Xie, Lei ; Li, Guangping",2024,"Community, Work & Family",10.1080/13668803.2022.2095256,review/EBSCO/pdfs/EBSCO_M0310_Xie_2022_The_dark_side_of_creativity_its_connection_to_wo.pdf,excluded_pls,not_read,
M0311,Unleashing digital superheroes: Unravelling the empathy factor in digital competence and online teacher autonomy support.,"Chen, Anni ; Li, Wei ; Fu, Weidong",2024,British Journal of Educational Technology,10.1111/bjet.13433,review/EBSCO/pdfs/EBSCO_M0311_Technol._2023_Unleashing_Digital_Superheroes_Unraveling_the_Em.pdf,included,fully_coded,M0311
M0312,THE ROLES OF PARTNERING AND BOUNDARY ACTIVITIES ON PROJECT RESILIENCE UNDER DISRUPTIONS.,"SHEN, Wenxin ; Wen LIM, Huey ; FANG, Dongping",2024,Journal of Civil Engineering & Management,10.3846/jcem.2024.21354,review/EBSCO/pdfs/EBSCO_M0312_SHEN_2023_THE_ROLES_OF_PARTNERING_AND_BOUNDARY_ACTIVITIES.pdf,level1_fail,not_read,
M0313,The Buffering Role of Anti‐Violence Human Resource Management Practices in Shaping How Police Officers Cope With Workplace Violence.,"Alfes, Kerstin ; Tham, Tse Leng ; Pariona‐Cabrera, Patricia ; Holland, Peter ; Bartram, Timothy",2025,Human Resource Management,10.1002/hrm.22281,review/EBSCO/pdfs/EBSCO_M0313_Human Resource Management_2024_The_buffering_role_of_antiviolence_human_resourc.pdf,level1_fail,not_read,
M0314,Technostress and work-family conflict in ICT-user employees during the COVID-19 pandemic: the role of social support and mindfulness.,"Azpíroz-Dorronsoro, Carla ; Fernández-Muñiz, Beatriz ; Montes-Peón, José Manuel ; Vázquez-Ordás, Camilo José",2024,Behaviour & Information Technology,10.1080/0144929x.2023.2220051,review/EBSCO/pdfs/EBSCO_M0314_Carla_Azpíroz-Dorronsoro_2021_untitled.pdf,included,fully_coded,M0314
M0315,Differences in influencing mechanism of clinicians' adoption behavior for liver cancer screening technology between the leading and subordinate hospitals within medical consortiums.,"Wu, Shiyin ; Zheng, Yuhang ; Wang, Lingjie ; Liu, Wenbin",2024,BMC Cancer,10.1186/s12885-024-12281-y,review/EBSCO/pdfs/EBSCO_M0315_Williams_2024_RESEARCH.pdf,level1_fail,not_read,
M0316,How Is Job Insecurity Related to Workers' Work–Family Conflict during the Pandemic? The Mediating Role of Working Excessively and Techno-Overload.,"Finstad, Georgia Libera ; Bernuzzi, Chiara ; Setti, Ilaria ; Fiabane, Elena ; Giorgi, Gabriele ; Sommovigo, Valentina",2024,Behavioral Sciences (2076-328X),10.3390/bs14040288,review/EBSCO/pdfs/EBSCO_M0316_Finstad_2024_How_Is_Job_Insecurity_Related_to_Workers_WorkFam.pdf,excluded_pls,not_read,
M0317,Why do I (not) trust my employees? Predicting factors for leaders' trust in employees.,"Lhaden, Karma ; Dimas, Isabel D.",2025,International Studies of Management & Organization,10.1080/00208825.2024.2441619,review/EBSCO/pdfs/EBSCO_M0317_Lhaden_2025_Why_do_I_not_trust_my_employees_Predicting_facto.pdf,included,fully_coded,M0317
M0318,When and Why Negative Supervisor Gossip Yields Functional and Dysfunctional Consequences on Subordinate Interactive Behaviors.,"Ding, Chen ; Su, Mengting ; Pei, Jialiang ; Zhu, Cherrie Jiuhua ; Zhao, Shuming",2025,Journal of Business Ethics,10.1007/s10551-024-05900-y,review/EBSCO/pdfs/EBSCO_M0318__2024_When_and_Why_Negative_Supervisor_Gossip_Yields_F.pdf,included,fully_coded,M0318
M0319,From Deception to Rejection: Unraveling the Impact of Workplace Cheating Behavior on Coworker Ostracism.,"Ye, Yijiao ; Wu, Long-Zeng ; Kwan, Ho Kwong ; Liu, Xinyu",2025,Journal of Business Ethics,10.1007/s10551-024-05881-y,review/EBSCO/pdfs/EBSCO_M0319__2023_From_Deception_to_Rejection_Unraveling_the_Impac.pdf,included,fully_coded,M0319
M0320,"""Distinctiveness–Conformity"" Paradox: How to Leverage Digital Platform Capabilities to Enhance SMEs Ecological Niches.","Kong, Weiwei ; Hu, Haiqing ; Wang, Zhaoqun ; Qiao, Jianqi ; Shang, Yanying",2025,Journal of Theoretical & Applied Electronic Commerce Research,10.3390/jtaer20030217,review/EBSCO/pdfs/EBSCO_M0320_Kong_2025_DistinctivenessConformity_Paradox_How_to_Leverag.pdf,level1_fail,not_read,
M0321,The relationship between college students' legal cognition and maladaptive risk-taking behaviors: the moderating effect of need for cognitive closure.,"Hu, Yu ; Ding, Qiang ; Liu, Hui ; Xu, Shuhui",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1717060,review/EBSCO/pdfs/EBSCO_M0321_Yu_Hu_2025_The_relationship_between_college_students_legal.pdf,level1_fail,not_read,
M0322,The relationship between teacher care and Chinese college students' physical education class learning satisfaction: the chain mediation effect of exercise enjoyment and exercise self-efficacy.,"Chen, Haixiong ; Xiang, Jun",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1691027,review/EBSCO/pdfs/EBSCO_M0322_Xiang_2025_The_relationship_between_teacher_care_and_Chines.pdf,level1_fail,not_read,
M0323,The role of social support in the association between quality of life and demoralization in patients with inflammatory bowel disease: a cross-sectional study.,"Ji, Jingrui ; Gu, Haoran ; Lei, Sifei ; Shen, Pan ; Zheng, Jie ; Zhang, Yinling",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1689939,review/EBSCO/pdfs/EBSCO_M0323_Jingrui_Ji_2024_The_role_of_social_support_in_the_association_be.pdf,level1_fail,not_read,
M0324,The threshold moderating effect of self-efficacy: a nonlinear transformation mechanism of work passion on job satisfaction among sports practitioners.,"Kunyan, Wang ; Miao, Tan",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1667520,review/EBSCO/pdfs/EBSCO_M0324_Miao_2025_The_threshold_moderating_effect_of_self-efficacy.pdf,included,fully_coded,M0324
M0325,Online Fitness Content as a behavioral catalyst: extending the Theory of Planned Behavior to unmask time-dependent effects on resistance training engagement.,"Wei, Wei ; Su, Ronghai ; Lin, Chen ; Meng, Meng ; Zheng, Rongrong",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1575832,review/EBSCO/pdfs/EBSCO_M0325_Wei_Wei_2025_Online_Fitness_Content_as_a_behavioral_catalyst.pdf,included,fully_coded,M0325
M0326,Protecting work engagement from digital fatigue: the contingent roles of leadership style and network ties.,"Zhang, Xiaozhu ; Deng, Guangkuan",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1645057,review/EBSCO/pdfs/EBSCO_M0326_Deng_2025_Protecting_work_engagement_from_digital_fatigue.pdf,included,fully_coded,M0326
M0327,"The impact of mission valence on innovative work behavior among civil servants: the roles of harmonious passion, spiritual leadership, and the organization's fault-tolerant climate.","Liu, Xi ; Zhang, Shaobo ; Huang, Qian",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1722923,review/EBSCO/pdfs/EBSCO_M0327_Liu_2025_The_impact_of_mission_valence_on_innovative_work.pdf,included,fully_coded,M0327
