pool_id,title,authors,year,journal,publisher_outlet,publisher_outlet_detail,doi,ebsco_an,ebsco_search_position,in_master,master_article_id,pool_status,gap_reason,pdf_status,examination_status,zotero_key,pdf_path,sort_rank,notes
P0123,Men’s experiences of family supportive supervisor behavior through the lens of gender role traditionalism and nation of residence.,"Olson, Kristine J. ; Leiva, Pedro ; Huffman, Ann ; Wolburg Martinez, Fernanda",2025,"Community, Work & Family",Taylor & Francis,"Community, Work & Family",10.1080/13668803.2025.2486127,184289413,166,Y,M0222,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0222_Kristine J. Olsona_2023_Mens_experiences_of_family_supportive_supervisor.pdf,123,ebsco_search_position=166;ebsco_record_range=151-200
P0124,"Modeling information literacy in Chinese physical education: the roles of technology integration, teaching practices, self-efficacy, and academic performance.","Zhang, Xiangle ; Tian, Hongxia",2025,Scientific Reports,NA,Scientific Reports,10.1038/s41598-025-26990-2,189750102,9,Y,M0191,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0191_information use and comprehension. Six hundred fifty undergraduate students from Henan_2025_Modeling_information_literacy_in_Chinese_physica.pdf,124,ebsco_search_position=9;ebsco_record_range=1-50
P0125,Moral licensing effect of work engagement: The role of psychological entitlement and relationship conflict with supervisors.,"Zhang, Lianghua ; Wang, Yongli",2025,"Business Ethics, the Environment & Responsibility",Wiley,"Business Ethics, the Environment & Responsibility",10.1111/beer.12659,183990569,167,Y,M0734,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0734_Business_Ethics_2022_The_Moral_Licensing_Effect_of_Work_Engagement_Th.pdf,125,ebsco_search_position=167;ebsco_record_range=151-200;export_only_added=2026-06-26
P0126,Navigating the Digital Landscape: Exploring the Relationship Between Social Media Affordances and Chinese Generation Z's Online Prosocial and Antisocial Behaviors.,Wu Li ; Pengya Ai ; Tian You Guo ; Lianshan Zhang,2025,Cyberpsychology,NA,Cyberpsychology,10.5817/cp2025-4-4,188044824,17,Y,M0199,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0199_Journal of Psychosocial Research on Cyberspace_2025_Navigating_the_Digital_Landscape_Exploring_the_R.pdf,126,ebsco_search_position=17;ebsco_record_range=1-50
P0127,Online Fitness Content as a behavioral catalyst: extending the Theory of Planned Behavior to unmask time-dependent effects on resistance training engagement.,"Wei, Wei ; Su, Ronghai ; Lin, Chen ; Meng, Meng ; Zheng, Rongrong",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1575832,189788447,145,Y,M0325,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0325_Wei_Wei_2025_Online_Fitness_Content_as_a_behavioral_catalyst.pdf,127,ebsco_search_position=145;ebsco_record_range=101-150
P0128,Perceived algorithmic control and gig workers' work engagement: assessing the mediating role of psychological empowerment and the moderating effect of deep acting.,"Lin, Qingxiu ; Sun, Rui ; Zhu, Qiuhua",2025,BMC Psychology,Springer,BMC Psychology,10.1186/s40359-025-03570-7,189211694,149,Y,M0723,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Lin_2025_s40359-025-03570-7.pdf,128,ebsco_search_position=149;ebsco_record_range=101-150;export_only_added=2026-06-26
P0129,Perceived organizational support on compassion fatigue among kindergarten teachers: a chain mediation model analysis of professional identity and emotional intelligence.,"Cai, Ge ; Guo, Liqiang ; Li, Xiaoning",2025,BMC Psychology,Springer,BMC Psychology,10.1186/s40359-025-03299-3,187534190,174,Y,M0741,in_pool,,downloaded,read_snippet_only,,review/EBSCO/pdfs/EBSCO_M0741_Williams_2025_RESEARCH.pdf,129,ebsco_search_position=174;ebsco_record_range=151-200;export_only_added=2026-06-26
P0130,Political climate and workplace cyberbullying perpetration: a multilevel moderated mediation model.,"Malik, Omer Farooq ; Pichler, Shaun ; Shahzad, Asif ; Jawad, Nazish",2025,BMC Psychology,Springer,BMC Psychology,10.1186/s40359-025-03239-1,187377680,178,Y,M0743,in_pool,,downloaded,read_snippet_only,,review/EBSCO/pdfs/EBSCO_M0743_Williams_2025_RESEARCH.pdf,130,ebsco_search_position=178;ebsco_record_range=151-200;export_only_added=2026-06-26
P0131,Predictors of higher education dropout intention in the post-pandemic era: The mediating role of academic exhaustion.,"Gonzalez, Bárbara ; Mendes, Teresa P. ; Pinto, Ricardo ; Correia, Sónia V. ; Albuquerque, Sara ; Paulino, Paula",2025,PLoS ONE,NA,PLoS ONE,10.1371/journal.pone.0327643,186465321,183,Y,M0214,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0214_Gonzalez_2025_Predictors_of_higher_education_dropout_intention.pdf,131,ebsco_search_position=183;ebsco_record_range=151-200
P0132,Proactive Breakthrough or Passive Exhaustion? A Dual-Path Integrated Model Driven by Perceived Overqualification.,"Fan, Chuanhao ; Shang, Bingbing",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15050702,185477771,39,Y,M0220,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0220_Fan_2025_Proactive_Breakthrough_or_Passive_Exhaustion_A_D.pdf,132,ebsco_search_position=39;ebsco_record_range=1-50
P0133,Protecting work engagement from digital fatigue: the contingent roles of leadership style and network ties.,"Zhang, Xiaozhu ; Deng, Guangkuan",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1645057,189672339,146,Y,M0326,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0326_Deng_2025_Protecting_work_engagement_from_digital_fatigue.pdf,133,ebsco_search_position=146;ebsco_record_range=101-150
P0134,"Reading Minds, Sparking Ideas: How Machiavellian Leaders Boost Team Creativity Through Cross-Understanding.","Yan, Yihang ; Lei, Hongzhen ; Xiong, Hui ; Liu, Yuanzhe ; Qu, Xiaoqian",2025,Administrative Sciences (2076-3387),MDPI,Administrative Sciences (2076-3387),10.3390/admsci15100400,188950037,126,Y,M0306,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0306_Yan_2025_Reading_Minds_Sparking_Ideas_How_Machiavellian_L.pdf,134,ebsco_search_position=126;ebsco_record_range=101-150
P0135,Relational leadership and work‒life balance: The moderated mediating role of relational energy.,"Zhang, Haina ; Sun, Wei ; Tang, Guiyao",2025,Asia Pacific Journal of Management,Springer,Asia Pacific Journal of Management,10.1007/s10490-024-09995-9,190748973,122,Y,M0302,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0302_:–_2024_Asia_Pacific_Journal_of_Management_2025_42237924.pdf,135,ebsco_search_position=122;ebsco_record_range=101-150
P0136,"Relationship among service accessibility, social norms, herpes zoster vaccination intention of middle-aged and older adults in Chongqing: mediating role of perceived usefulness.","Deng, Yanxi ; Wang, Tianran ; Yu, Li ; Fu, Xin ; Luo, Yaman ; Chen, Fei",2025,Frontiers in Public Health,Frontiers,Frontiers in Public Health,10.3389/fpubh.2025.1649455,188601779,151,Y,M0725,in_pool,,missing,not_read,,,136,ebsco_search_position=151;ebsco_record_range=151-200;export_only_added=2026-06-26
P0137,"Supplier Orientation and Furniture Manufacturing Small and Medium Enterprises' Performance in Dar es Salaam, Tanzania: Customer Loyalty's Role.","Bwemelo, Gordian Stanslaus ; Mmari, Goodluck Aletaulwa ; Mashenene, Robert Galan",2025,"International Journal of Management, Accounting & Economics",NA,"International Journal of Management, Accounting & Economics",10.5281/zenodo.15824866,186618169,168,Y,M0735,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0735_Bwemelo_2025_International_Journal_of_Management_Accounting_a.pdf,137,ebsco_search_position=168;ebsco_record_range=151-200;export_only_added=2026-06-26
P0138,Surround yourself with creative people: How employee narcissism connects to creativity.,"Guo, Qiuyun",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1646817,188391631,153,Y,M0727,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Guo_2025_fpsyg-16-1646817.pdf,138,ebsco_search_position=153;ebsco_record_range=151-200;export_only_added=2026-06-26
P0139,The Buffering Role of Anti‐Violence Human Resource Management Practices in Shaping How Police Officers Cope With Workplace Violence.,"Alfes, Kerstin ; Tham, Tse Leng ; Pariona‐Cabrera, Patricia ; Holland, Peter ; Bartram, Timothy",2025,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22281,185030511,133,Y,M0313,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0313_Human Resource Management_2024_The_buffering_role_of_antiviolence_human_resourc.pdf,139,ebsco_search_position=133;ebsco_record_range=101-150
P0140,The Dark Side of Employee's Leadership Potential: Its Impact on Leader Jealousy and Ostracism.,"Yu, Zhen ; Wang, Feiwen ; Ye, Long ; Liao, Ganli ; Zhang, Qichao",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15081001,187554733,179,Y,M0211,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0211_G._2025_The_Dark_Side_of_Employees_Leadership_Potential.pdf,140,ebsco_search_position=179;ebsco_record_range=151-200
P0141,The Double-Edged Sword Effect of Generative AI Adoption on Students' Sustainable Entrepreneurship Intentions.,"Kong, Weiwei ; Hu, Haiqing ; Wang, Zhaoqun ; Qiao, Jianqi ; Liu, Jianjun",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15121705,190530774,12,Y,M0194,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0194_Intentions. Behavioral Sciences_2025_The_Double-Edged_Sword_Effect_of_Generative_AI_A.pdf,141,ebsco_search_position=12;ebsco_record_range=1-50
P0142,The Downside of Ethical Convictions: Why and When Employees Reduce Ethical Voice in Response to Perceived Supervisor Ethical Conviction.,"Xiang, Yilin ; Chen, Lu ; Sun, Xinyu ; Feng, Xin",2025,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-024-10003-6,187621844,123,Y,M0303,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0303_Feng_2024_The_Downside_of_Ethical_Convictions_Why_and_When.pdf,142,ebsco_search_position=123;ebsco_record_range=101-150
P0143,The dual-path impact of role stress on employees' work engagement: based on the cognitive-affective system theory of personality.,"Fan, Chuanhao ; Lu, Jianbo ; Zhang, Long ; Shang, Bingbing ; Gong, Yao",2025,BMC Psychology,Springer,BMC Psychology,10.1186/s40359-025-03077-1,186624221,182,Y,M0744,in_pool,,missing,pdf_missing,,,143,ebsco_search_position=182;ebsco_record_range=151-200;export_only_added=2026-06-26
P0144,The effects of peer overqualification on dualistic work passion through the sequential mediation of perceived competitive climate and job anxiety.,"Wang, Li-Yuan ; Kong, Jia-Yue ; Yao, Chun-Liang ; Wang, Miao-Miao",2025,Scientific Reports,NA,Scientific Reports,10.1038/s41598-025-28658-3,190570738,8,Y,M0190,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0190_Li-Yuan Wang_2025_The_effects_of_peer_overqualification_on_dualist.pdf,144,ebsco_search_position=8;ebsco_record_range=1-50
P0145,The impact of corporate social responsibility on employee safety citizenship behavior in Chinese gas sector.,"Miao, Guosen ; Chen, Guoping ; Li, Cui",2025,Scientific Reports,NA,Scientific Reports,10.1038/s41598-025-12083-7,186837587,181,Y,M0213,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0213_Guosen Miao_2025_The_impact_of_corporate_social_responsibility_on.pdf,145,ebsco_search_position=181;ebsco_record_range=151-200
P0146,"The impact of enterprise–union coupling relationships on gig workers' well-being in China: the roles of basic rights, growth rights and time pressure.","Zha, Xuanqi ; Hu, Enhua ; Yan, Ge ; Shan, Hongmei ; Wang, Ying",2025,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2025.2602080,190954427,121,Y,M0301,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0301_Xuanqi Zhaa_2025_The_International_Journal_of_Human_Resource_Mana.pdf,146,ebsco_search_position=121;ebsco_record_range=101-150
P0147,"The impact of mission valence on innovative work behavior among civil servants: the roles of harmonious passion, spiritual leadership, and the organization's fault-tolerant climate.","Liu, Xi ; Zhang, Shaobo ; Huang, Qian",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1722923,189672326,147,Y,M0327,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0327_Liu_2025_The_impact_of_mission_valence_on_innovative_work.pdf,147,ebsco_search_position=147;ebsco_record_range=101-150
P0148,The impact of social support on the quality of sports participation among individuals with disabilities: the chain mediating effects of psychological capital and self-esteem.,"Peng, Jiahui ; Cao, Li ; Li, Feixuan ; Zhou, Deqiao",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1662636,189422275,148,Y,M0722,in_pool,,missing,not_read,,,148,ebsco_search_position=148;ebsco_record_range=101-150;export_only_added=2026-06-26
P0149,The impact of work concerns on teaching effectiveness: a structural equation modeling and multiple regression analysis in Chinese private universities.,"Liang, Mingyu ; Abdullah, Mohd Khairuddin ; Wang, Qun",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1661379,188391369,152,Y,M0726,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Liang_2025_fpsyg-16-1661379.pdf,149,ebsco_search_position=152;ebsco_record_range=151-200;export_only_added=2026-06-26
P0150,The Organizational Halo: How Perceived Philanthropy Awareness Curbs Abusive Supervision via Moral Pride.,"Ju, Dong ; Tang, Yan ; Geng, Shu ; Lu, Ruobing ; Wang, Weifeng",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15121706,190530775,11,Y,M0193,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0193_Behavioral Sciences_2025_The_Organizational_Halo_How_Perceived_Philanthro.pdf,150,ebsco_search_position=11;ebsco_record_range=1-50
P0151,The Positive Effects of Employee AI Dependence on Voice Behavior—Based on Power Dependence Theory.,"Liu, Jialin ; Huang, Mingpeng ; Cui, Min ; Tian, Guangdi ; Li, Xinyue",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15121709,190530778,10,Y,M0192,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0192_Tian_2025_The_Positive_Effects_of_Employee_AI_Dependence_o.pdf,151,ebsco_search_position=10;ebsco_record_range=1-50
P0152,The Relationship Between Career Adaptability and Work Engagement Among Young Chinese Workers: Mediating Role of Job Satisfaction and Moderating Effects of Artificial Intelligence Self-Efficacy and Anxiety.,"Leong, Frederick Theen Lok ; Li, Xuan ; Chen, Emma Mingjing",2025,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs15121682,190530751,14,Y,M0196,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0196_Relationship_2025_The_Relationship_Between_Career_Adaptability_and.pdf,152,ebsco_search_position=14;ebsco_record_range=1-50
P0153,The relationship between college students' legal cognition and maladaptive risk-taking behaviors: the moderating effect of need for cognitive closure.,"Hu, Yu ; Ding, Qiang ; Liu, Hui ; Xu, Shuhui",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1717060,190571979,141,Y,M0321,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0321_Yu_Hu_2025_The_relationship_between_college_students_legal.pdf,153,ebsco_search_position=141;ebsco_record_range=101-150
P0154,The relationship between teacher care and Chinese college students' physical education class learning satisfaction: the chain mediation effect of exercise enjoyment and exercise self-efficacy.,"Chen, Haixiong ; Xiang, Jun",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1691027,190549142,142,Y,M0322,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0322_Xiang_2025_The_relationship_between_teacher_care_and_Chines.pdf,154,ebsco_search_position=142;ebsco_record_range=101-150
P0155,"The Relationships Between Contingent Reward Leadership, Perceived Organizational Support, Knowledge‐Sharing Intention, Innovative Culture, and Kindergarten Teachers' Creative Teaching Performance: A Mediated Moderation Model.","Huang, Maoyong ; Zhang, Jialing ; Ni, Yakun ; Xu, Yanzhen ; Guo, Tengfei",2025,Psychology in the Schools,Wiley,Psychology in the Schools,10.1002/pits.23604,187949526,20,Y,M0202,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0202_Huang_2025_The_Relationships_Between_Contingent_Reward_Lead.pdf,155,ebsco_search_position=20;ebsco_record_range=1-50
P0156,The Role of Psychological Contract Breach and Leader-Member Exchange in Sadism and Organizational Cynicism Among Chinese Hotel Employees.,"Wu, Hao ; Subramaniam, Anusuiya ; Rahamat, Syafiqah",2025,SAGE Open,SAGE,SAGE Open,10.1177/21582440251376462,188424153,186,Y,M0745,in_pool,,downloaded,partially_coded,,review/EBSCO/pdfs/EBSCO_M0745_Authors_2025_The_Role_of_Psychological_Contract_Breach_and_Le.pdf,156,ebsco_search_position=186;ebsco_record_range=151-200;export_only_added=2026-06-26
P0157,The role of social support in the association between quality of life and demoralization in patients with inflammatory bowel disease: a cross-sectional study.,"Ji, Jingrui ; Gu, Haoran ; Lei, Sifei ; Shen, Pan ; Zheng, Jie ; Zhang, Yinling",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1689939,190276158,143,Y,M0323,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0323_Jingrui_Ji_2024_The_role_of_social_support_in_the_association_be.pdf,157,ebsco_search_position=143;ebsco_record_range=101-150
P0158,The roles of finance opinion and income source in the link between financial literacy and student financial behaviour in Tanzania.,"Isaga, Nsubili",2025,Discover Sustainability,Springer,Discover Sustainability,10.1007/s43621-025-02087-8,189088816,150,Y,M0724,in_pool,,missing,not_read,,,158,ebsco_search_position=150;ebsco_record_range=101-150;export_only_added=2026-06-26
P0159,The threshold moderating effect of self-efficacy: a nonlinear transformation mechanism of work passion on job satisfaction among sports practitioners.,"Kunyan, Wang ; Miao, Tan",2025,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2025.1667520,190276155,144,Y,M0324,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0324_Miao_2025_The_threshold_moderating_effect_of_self-efficacy.pdf,159,ebsco_search_position=144;ebsco_record_range=101-150
P0160,To build a thriving workforce: unpacking the relationship between well-being-oriented human resource management and work outcomes.,"Xiao, Qijie ; Goh, Zen ; Cai, Yujie",2025,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2026.2615719,192005768,120,Y,M0300,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0300_Xiao_2017_The_International_Journal_of_Human_Resource_Mana.pdf,160,ebsco_search_position=120;ebsco_record_range=101-150
P0161,Unpacking the Path from Knowledge Heterogeneity to Team Creativity: A Knowledge-Based View and Dynamic Capability Theory Perspective.,"Cai, Hongyi ; Zhao, Heng ; Huang, Yong",2025,Administrative Sciences (2076-3387),MDPI,Administrative Sciences (2076-3387),10.3390/admsci15110408,189600258,125,Y,M0305,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0305_Hongyi Cai_2025_Unpacking_the_Path_from_Knowledge_Heterogeneity.pdf,161,ebsco_search_position=125;ebsco_record_range=101-150
P0162,Using the effort–reward imbalance (ERI) model to predict parental burnout.,"Wang, Wei ; Zhang, Manting ; Mikolajczak, Moïra ; Li, Yongxin",2025,Journal of Family Psychology,APA/PSYC,Journal of Family Psychology,10.1037/fam0001305,2025-77094-001,,Y,M0669,in_pool,,missing,not_read,,,162,ebsco_record_range=551-570
P0163,When and Why Negative Supervisor Gossip Yields Functional and Dysfunctional Consequences on Subordinate Interactive Behaviors.,"Ding, Chen ; Su, Mengting ; Pei, Jialiang ; Zhu, Cherrie Jiuhua ; Zhao, Shuming",2025,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-024-05900-y,186952061,138,Y,M0318,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0318__2024_When_and_Why_Negative_Supervisor_Gossip_Yields_F.pdf,163,ebsco_search_position=138;ebsco_record_range=101-150
P0164,Why do I (not) trust my employees? Predicting factors for leaders' trust in employees.,"Lhaden, Karma ; Dimas, Isabel D.",2025,International Studies of Management & Organization,Taylor & Francis,International Studies of Management & Organization,10.1080/00208825.2024.2441619,186081600,137,Y,M0317,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0317_Lhaden_2025_Why_do_I_not_trust_my_employees_Predicting_facto.pdf,164,ebsco_search_position=137;ebsco_record_range=101-150
P0165,"A Multilevel Perspective on High-Performance Work System, Mindfulness, Employee Work Well-Being, and Employee Creative Engagement.",Hui-Chun Chan ; Kuo-Ming Chu,2024,SAGE Open,SAGE,SAGE Open,10.1177/21582440241242206,178488413,,Y,M0374,in_pool,,missing,not_read,,,165,ebsco_record_range=151-200
P0166,"A New Look at Job Demands, Resources, and Volunteers' Intentions to Leave: The Role of Work–Home Interference and Burnout.","Magrone, Monica ; Montani, Francesco ; Emili, Silvia ; Bakker, Arnold B. ; Sommovigo, Valentina",2024,Voluntas: International Journal of Voluntary & Nonprofit Organizations,Springer,Voluntas: International Journal of Voluntary & Nonprofit Organizations,10.1007/s11266-024-00679-y,181643817,92,Y,M0272,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0272_Magrone_2024_A_New_Look_at_Job_Demands_Resources_and_Voluntee.pdf,166,ebsco_search_position=92;ebsco_record_range=51-100
P0167,An interaction–immersion model in live streaming commerce: the moderating role of streamer attractiveness.,"Li, Lifu ; Feng, Yafei ; Zhao, Anqi",2024,Journal of Marketing Analytics,NA,Journal of Marketing Analytics,10.1057/s41270-023-00225-7,180106721,,Y,M0351,in_pool,,missing,not_read,,,167,ebsco_record_range=151-200
P0168,Broken engagement: The role of grit and LMX in enhancing faculty engagement.,"Hanley, Yvonne Downie ; Maykrantz, Sherry A. ; Houghton, Jeffery D.",2024,Higher Education Quarterly,Wiley,Higher Education Quarterly,10.1111/hequ.12450,174912609,158,Y,M0430,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Hanley_2024_hequ.12450.pdf,168,ebsco_search_position=158;ebsco_record_range=151-200; EBSCO position 158; manual ingest 2026-06-26; source EBSCO-FullText-06_26_2026-4.pdf
P0169,"Celebrity, peer, and personal norms: examining the influences of different norms on fans' online engagement intentions regarding fandom philanthropy.","Li, Wu ; Dong, Yujie ; Tang, Ying",2024,Current Psychology,Springer,Current Psychology,10.1007/s12144-023-05588-9,edsgcl.791659417,,Y,M0370,in_pool,,missing,not_read,,,169,ebsco_record_range=151-200
P0170,Differences in influencing mechanism of clinicians' adoption behavior for liver cancer screening technology between the leading and subordinate hospitals within medical consortiums.,"Wu, Shiyin ; Zheng, Yuhang ; Wang, Lingjie ; Liu, Wenbin",2024,BMC Cancer,Springer,BMC Cancer,10.1186/s12885-024-12281-y,176783319,135,Y,M0315,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0315_Williams_2024_RESEARCH.pdf,170,ebsco_search_position=135;ebsco_record_range=101-150
P0171,Ebullient supervision and employee life satisfaction: a moderated mediation model.,"Hassan, Qandeel ; Abid, Ghulam ; Ali, Muhammad ; Rehmat, Maryam ; Zafar, Rabbia",2024,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2021.2019221,175643644,,Y,M0359,in_pool,,missing,not_read,,,171,ebsco_record_range=151-200
P0172,Effects of nonwork-related mobile technology active and passive use during working hours on employees' innovative behavior: a conditional process model.,"Zhou, Mi ; Liu, Wei ; Wang, Ning",2024,Current Psychology,Springer,Current Psychology,10.1007/s12144-023-05446-8,edsgcl.790736592,,Y,M0372,in_pool,,missing,not_read,,,172,ebsco_record_range=151-200
P0173,Factors Affecting Cultural Transmission in Museum Tourism: An Empirical Study with Mediation Analysis.,"Chen, Jiyun",2024,SAGE Open,SAGE,SAGE Open,10.1177/21582440241273868,180087769,,Y,M0356,in_pool,,missing,not_read,,,173,ebsco_record_range=151-200
P0174,Friendship leading the darkness? The impact of workplace friendship on the unethical pro-organizational behavior of new generation employees.,"Zhang, Suchuan ; Yang, Pengcheng",2024,Current Psychology,Springer,Current Psychology,10.1007/s12144-024-06406-6,edsgcl.809728235,,Y,M0349,in_pool,,missing,not_read,,,174,ebsco_record_range=151-200
P0175,From top to bottom: unpacking the pathways from leader unethical pro-organizational behavior to team unethical climate through commitment and CWB.,"Saher, Asma ; Zhang, Zhe ; Azhar, Saleem",2024,Current Psychology,Springer,Current Psychology,10.1007/s12144-024-06958-7,edsgcl.819567104,,Y,M0333,in_pool,,missing,not_read,,,175,ebsco_record_range=151-200
P0176,Fueling employee proactive behavior: The distinctive role of Chinese enterprise union practices from a conservation of resources perspective.,"Han, Mingyan ; Zhang, Maolong ; Hu, Enhua ; Shan, Hongmei",2024,Human Resource Management Journal,Wiley,Human Resource Management Journal,10.1111/1748-8583.12519,174913926,,Y,M0363,in_pool,,missing,not_read,,,176,ebsco_record_range=151-200
P0177,How and when does boundary spanning behavior influence employees' creative performance? The roles of meaning of work and team Chaxu climate.,"Zhang, Zheng ; Xie, Jia",2024,Current Psychology,Springer,Current Psychology,10.1007/s12144-024-05911-y,edsgcl.799040913,,Y,M0367,in_pool,,missing,not_read,,,177,ebsco_record_range=151-200
P0178,How does mindful leadership promote employee green behavior? The moderating role of green human resource management.,"Yang, Jin ; Yu, Ting ; Li, Anya",2024,Corporate Social Responsibility & Environmental Management,Wiley,Corporate Social Responsibility & Environmental Management,10.1002/csr.2870,180680710,94,Y,M0274,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0274_Yang_2023_How_does_mindful_leadership_promote_employee_gre.pdf,178,ebsco_search_position=94;ebsco_record_range=51-100
P0179,How Is Job Insecurity Related to Workers' Work–Family Conflict during the Pandemic? The Mediating Role of Working Excessively and Techno-Overload.,"Finstad, Georgia Libera ; Bernuzzi, Chiara ; Setti, Ilaria ; Fiabane, Elena ; Giorgi, Gabriele ; Sommovigo, Valentina",2024,Behavioral Sciences (2076-328X),MDPI,Behavioral Sciences (2076-328X),10.3390/bs14040288,176875682,136,Y,M0316,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0316_Finstad_2024_How_Is_Job_Insecurity_Related_to_Workers_WorkFam.pdf,179,ebsco_search_position=136;ebsco_record_range=101-150
P0180,Identity work support perceptions (IWSP): Development of a construct and measure.,"Jean, Esther L. ; Taylor, Nicolina ; Crawford, Wayne S. ; Hall, Alison V. ; Vaziri, Hoda ; Casper, Wendy J. ; Johnson, Lars U.",2024,Journal of Applied Psychology,APA/PSYC,Journal of Applied Psychology,10.1037/apl0001177,2024-49671-001,,Y,M0671,in_pool,,missing,not_read,,,180,ebsco_record_range=551-570
P0181,Insider versus outsider workplace mistreatment and their impact on affective ill‐being in healthcare professionals: Can personal resources act as buffers?,"Yaranon, Paolo ; O'Shea, Deirdre ; Bosak, Janine ; Sommovigo, Valentina",2024,"Journal of Advanced Nursing (John Wiley & Sons, Inc.)",Wiley,"Journal of Advanced Nursing (John Wiley & Sons, Inc.)",10.1111/jan.16120,178945528,189,Y,M0748,in_pool,,missing,pdf_missing,,,181,ebsco_search_position=189;ebsco_record_range=151-200;export_only_added=2026-06-26
