pool_id,title,authors,year,journal,publisher_outlet,publisher_outlet_detail,doi,ebsco_an,ebsco_search_position,in_master,master_article_id,pool_status,gap_reason,pdf_status,examination_status,zotero_key,pdf_path,sort_rank,notes
P0240,How artificiality and intelligence affect voice assistant evaluations.,"Guha, Abhijit ; Bressgott, Timna ; Grewal, Dhruv ; Mahr, Dominik ; Wetzels, Martin ; Schweiger, Elisa",2023,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-022-00874-7,164474704,,Y,M0391,in_pool,,missing,not_read,,,240,ebsco_record_range=201-250
P0241,How attributions of coproduction motives shape customer relationships over time.,"Güntürkün, Pascal ; Haumann, Till ; Edinger-Schons, Laura Marie ; Wieseke, Jan",2023,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-022-00910-6,170003418,,Y,M0393,in_pool,,missing,not_read,,,241,ebsco_record_range=201-250
P0242,How do followership behaviors encourage job performance? A longitudinal study.,"Shen, Li ; Abe, Tomokazu",2023,Current Psychology,Springer,Current Psychology,10.1007/s12144-021-02545-2,164970633,,Y,M0424,in_pool,,missing,not_read,,,242,ebsco_record_range=201-250
P0243,How Does Authentic Leadership Boost Work Engagement? Exploring the Mediating Role of Work Meaningfulness and Work–Family Enrichment.,"Silva, Vítor Hugo ; Duarte, Ana Patrícia ; Oliveira, Joana Palmeira",2023,Administrative Sciences (2076-3387),MDPI,Administrative Sciences (2076-3387),10.3390/admsci13100219,173268629,,Y,M0383,in_pool,,missing,not_read,,,243,ebsco_record_range=201-250
P0244,Lovable fools and creativity in teams.,"Ma, Jun ; Zhao, Bin ; Yan, Jiani ; Zatzick, Christopher D.",2023,Creativity & Innovation Management,Wiley,Creativity & Innovation Management,10.1111/caim.12575,173400821,,Y,M0377,in_pool,,missing,not_read,,,244,ebsco_record_range=201-250
P0245,"Managers' compassionate goals, innovation, and firm performance: an examination of mediating processes, and boundary conditions in small‐ and medium‐sized enterprises.","Montani, Francesco ; Staglianò, Raffaele ; Sommovigo, Valentina ; Setti, Ilaria ; Giorgi, Gabriele",2023,R&D Management,Wiley,R&D Management,10.1111/radm.12549,160719074,,Y,M0417,in_pool,,missing,not_read,,,245,ebsco_record_range=201-250
P0246,Paths to Team Success: A Configurational Analysis of Team Effectiveness.,"Dimas, Isabel Dórdio ; Torres, Pedro ; Rebelo, Teresa ; Lourenço, Paulo Renato",2023,Human Performance,Taylor & Francis,Human Performance,10.1080/08959285.2023.2222272,170022693,170,Y,M0737,in_pool,,downloaded,partially_coded,,review/EBSCO/pdfs/EBSCO_M0737_Dimas_2023_Paths_to_Team_Success_A_Configurational_Analysis.pdf,246,ebsco_search_position=170;ebsco_record_range=151-200;export_only_added=2026-06-26
P0247,Personality traits and meat consumption: The mediating role of animal-related ethical concerns.,"Haefner, Gonzalo ; Schobin, Janosch ; Risius, Antje",2023,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.995482,161387036,,Y,M0451,in_pool,,missing,not_read,,,247,ebsco_record_range=301-350
P0248,"Psychological empowerment, work addiction, and burnout among mental health professionals.","Sun, Ruimei ; Yang, Hong Mian ; Chau, Cornelia T. J. ; Cheong, Im Sin ; Wu, Anise M. S.",2023,Current Psychology,Springer,Current Psychology,10.1007/s12144-022-03663-1,172440776,,Y,M0408,in_pool,,missing,not_read,,,248,ebsco_record_range=201-250
P0249,Reducing technology-mediated service exclusion by providing human assistant support for senior citizens: evidence from China.,Yu Zhang ; Hongquan Ao ; Weibin Deng ; Yafen Yuan,2023,Information Technology for Development,Taylor & Francis,Information Technology for Development,10.1080/02681102.2023.2175768,174554261,161,Y,M0427,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/imports/Zhang_2023_02681102.2023.2175768.pdf,249,ebsco_search_position=161;ebsco_record_range=151-200
P0250,"Regulatory focus climate, organizational structure, and employee ambidexterity: An interactive multilevel model.","Boemelburg, Raphael ; Berger, Stefan ; Jansen, Justin J. P. ; Bruch, Heike",2023,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22155,171902911,,Y,M0338,in_pool,,missing,not_read,,,250,ebsco_record_range=151-200
P0251,Relationship Between Student-Perceived Reading Strategy Instruction and Students' Reading Comprehension: A Serial Multiple Mediation Model.,"Qian, Quan ; Zheng, Guomin ; Huang, Xianhan ; Liao, Xian",2023,Reading & Writing Quarterly,Taylor & Francis,Reading & Writing Quarterly,10.1080/10573569.2023.2165464,173437409,,Y,M0406,in_pool,,missing,not_read,,,251,ebsco_record_range=201-250
P0252,Satisfaction with Internal Communication and Hospitality Employees' Turnover Intention: Exploring the Mediating Role of Organizational Support and Job Satisfaction.,"Duarte, Ana Patrícia ; Silva, Vítor Hugo",2023,Administrative Sciences (2076-3387),MDPI,Administrative Sciences (2076-3387),10.3390/admsci13100216,173268626,,Y,M0382,in_pool,,missing,not_read,,,252,ebsco_record_range=201-250
P0253,Social Undermining at the Workplace: How Religious Faith Encourages Employees Who are Aware of Their Social Undermining Behaviors to Express More Guilt and Perform Better.,"Dar, Nasib ; Usman, Muhammad ; Cheng, Jin ; Ghani, Usman",2023,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-022-05284-x,171994977,,Y,M0381,in_pool,,missing,not_read,,,253,ebsco_record_range=201-250
P0254,Strengthening the Accountability Mechanisms as a Strategy to Counter the Risk of Corruption in the Public Sector of the Maldives.,"Rasheed, Fathimath ; Said, Jamaliah ; Khan, Norziaton Ismail",2023,Asia-Pacific Management Accounting Journal,NA,Asia-Pacific Management Accounting Journal,10.24191/apmaj.v18i3-08,175536338,,Y,M0378,in_pool,,missing,not_read,,,254,ebsco_record_range=201-250
P0255,Team personality composition and team innovation implementation: The mediating role of team climate for innovation.,"Chatzi, Sofia ; Nikolaou, Ioannis ; Anderson, Neil",2023,Applied Psychology: An International Review,Wiley,Applied Psychology: An International Review,10.1111/apps.12408,162295559,188,Y,M0747,in_pool,,downloaded,read_snippet_only,,review/EBSCO/pdfs/EBSCO_M0747_Chatzi_2020_Team_personality_composition_and_team_innovation.pdf,255,ebsco_search_position=188;ebsco_record_range=151-200;export_only_added=2026-06-26
P0256,Test of a sequential mediation model of green management innovation.,"Karatepe, Osman M. ; Dahleez, Khalid ; Jaffal, Tahani ; Aboramadan, Mohammed",2023,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2022.2164274,162900296,,Y,M0418,in_pool,,missing,not_read,,,256,ebsco_record_range=201-250
P0257,The association between physical activity and subjective well-being among adolescents in southwest China by parental absence: a moderated mediation model.,"Zhang, Ming ; Xu, Xiaohe ; Jiang, Jianjun ; Ji, Yuanyi ; Yang, Ruixi ; Liu, Qijiao ; Li, Shiying ; Li, Yuchen ; Liu, Qiaolan",2023,BMC Psychiatry,Springer,BMC Psychiatry,10.1186/s12888-023-04982-8,164799514,171,Y,M0738,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0738_The_Authors_Open_Access_2023_The_association_between_physical_activity_and_su.pdf,257,ebsco_search_position=171;ebsco_record_range=151-200;export_only_added=2026-06-26
P0258,"The association between social support provision, psychological capital, subjective well-being and sense of indebtedness among undergraduates with low socioeconomic status.","Xin, Zhongyi",2023,BMC Psychology,Springer,BMC Psychology,10.1186/s40359-023-01325-w,172360870,,Y,M0412,in_pool,,missing,not_read,,,258,ebsco_record_range=201-250
P0259,The effect of CEO entrepreneurial passion on family firm entrepreneurial orientation: does generational stage matter?,"Vanhees, Rik ; Schepers, Jelle ; Vandekerkhof, Pieter ; Michiels, Anneleen",2023,Management Decision,Emerald,Management Decision,10.1108/md-07-2022-0944,164681512,,Y,M0415,in_pool,,missing,not_read,,,259,ebsco_record_range=201-250
P0260,The Effect of Perceived Discrimination on Social Alienation of Probationers: Evidence from China.,"Xu, Tun ; Tang, Ling ; Lin, Xifen",2023,Prison Journal,SAGE,Prison Journal,10.1177/00328855231173148,163955926,,Y,M0425,in_pool,,missing,not_read,,,260,ebsco_record_range=201-250
P0261,The effect of product touch information and sale proneness on consumers' responses to price discounts.,"Yazdanparast, Atefeh ; Kukar‐Kinney, Monika",2023,Psychology & Marketing,Wiley,Psychology & Marketing,10.1002/mar.21755,160591071,,Y,M0420,in_pool,,missing,not_read,,,261,ebsco_record_range=201-250
P0262,The Effects of Brand Community Identification on Consumer Behavior in Online Brand Communities.,"Valmohammadi, Changiz ; Taraz, Roghayeh ; Mehdikhani, Rasoul",2023,Journal of Internet Commerce,Taylor & Francis,Journal of Internet Commerce,10.1080/15332861.2021.2011597,161226503,,Y,M0357,in_pool,,missing,not_read,,,262,ebsco_record_range=151-200
P0263,"The Effects of Privacy and Data Breaches on Consumers' Online Self-Disclosure, Protection Behavior, and Message Valence.","Foo Nin Ho ; Nga Ho-Dac ; Huang, J. Sonia",2023,SAGE Open,SAGE,SAGE Open,10.1177/21582440231181395,174482560,,Y,M0416,in_pool,,missing,not_read,,,263,ebsco_record_range=201-250
P0264,The Impact of Penalty on Residents' Waste Separation Behavior: A Moderated Mediation Model.,Mengge Hao ; Shichun Xu,2023,Polish Journal of Environmental Studies,NA,Polish Journal of Environmental Studies,10.15244/pjoes/156789,162525064,190,Y,M0749,in_pool,,missing,not_read,,,264,ebsco_search_position=190;ebsco_record_range=151-200;export_only_added=2026-06-26
P0265,The Influence of Authoritarian-Benevolent Leadership on Subordinates' Work Engagement: A Social Information Processing Perspective.,"Zhou, Chengxu ; Yu, Guilan ; Meng, Ying ; Li, Ang",2023,Psychology Research & Behavior Management,NA,Psychology Research & Behavior Management,10.2147/prbm.s422961,172772245,,Y,M0414,in_pool,,missing,not_read,,,265,ebsco_record_range=201-250
P0266,Thinking outside Pandora's box: Revealing differential effects of coping with physical and psychological menopause symptoms at work.,"Steffan, Belinda ; Potočnik, Kristina",2023,Human Relations,SAGE,Human Relations,10.1177/00187267221089469,164656928,,Y,M0339,in_pool,,missing,not_read,,,266,ebsco_record_range=151-200
P0267,Too smart to work hard? Investigating why overqualified employees engage in time theft behaviors.,"Zhao, Sijia ; Ma, Chao",2023,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22182,173469711,,Y,M0332,in_pool,,missing,not_read,,,267,ebsco_record_range=151-200
P0268,Understanding the sense‐making process of visitor experience in the integrated resort setting: Investigating the role of experience‐centric attributes.,"Li, Kefang ; Ji, Chunli ; He, Qiuyue ; Rastegar, Raymond",2023,International Journal of Tourism Research,Wiley,International Journal of Tourism Research,10.1002/jtr.2584,171350240,,Y,M0394,in_pool,,missing,not_read,,,268,ebsco_record_range=201-250
P0269,A deontic perspective on organizational citizenship behavior toward the environment: The contribution of anticipated guilt.,"Raineri, Nicolas ; Hericher, Corentin ; Mejía‐Morelos, Jorge Humberto ; Paillé, Pascal",2022,"Business Ethics, the Environment & Responsibility",Wiley,"Business Ethics, the Environment & Responsibility",10.1111/beer.12464,159232373,,Y,M0438,in_pool,,missing,not_read,,,269,ebsco_record_range=301-350
P0270,A Multilevel Model of Entrepreneurship Education and Entrepreneurial Intention: Opportunity Recognition as a Mediator and Entrepreneurial Learning as a Moderator.,"Hou, Fei ; Su, Yu ; Qi, Mingde ; Chen, Jun ; Tang, Jiayun",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.837388,155205515,,Y,M0496,in_pool,,missing,not_read,,,270,ebsco_record_range=351-400
P0271,A Protection-Motivation Perspective to Explain Intention to Use and Continue to Use Mobile Warning Systems.,"Fischer-Preßler, Diana ; Bonaretti, Dario ; Fischbach, Kai",2022,Business & Information Systems Engineering,Springer,Business & Information Systems Engineering,10.1007/s12599-021-00704-0,156444803,,Y,M0494,in_pool,,missing,not_read,,,271,ebsco_record_range=351-400
P0272,"Authentic leadership, perceived insider status, error management climate, and employee resilience: A cross-level study.",Xu Li ; Jianyu Zhang,2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.938878,159337048,,Y,M0480,in_pool,,missing,not_read,,,272,ebsco_record_range=301-350
P0273,Can entrepreneurial orientation improve R&D alliance performance? An absorptive capacity perspective.,"Seo, Ribin ; Edler, Jakob ; Massini, Silvia",2022,R&D Management,Wiley,R&D Management,10.1111/radm.12473,154274737,,Y,M0452,in_pool,,missing,not_read,,,273,ebsco_record_range=301-350
P0274,Consumers' identity signaling towards social groups: The effects of dissociative desire on brand prominence preferences.,"Raimondo, Maria Antonietta ; Cardamone, Ernesto ; Miceli, Gaetano ""Nino"" ; Bagozzi, Richard P.",2022,Psychology & Marketing,Wiley,Psychology & Marketing,10.1002/mar.21711,158868180,,Y,M0437,in_pool,,missing,not_read,,,274,ebsco_record_range=301-350
P0275,"Core self-evaluation, perceived organizational support for strengths use and job performance: Testing a mediation model.","Ding, He ; Yu, Enhai ; Li, Yanbin",2022,Current Psychology,Springer,Current Psychology,10.1007/s12144-020-01029-z,158431025,,Y,M0481,in_pool,,missing,not_read,,,275,ebsco_record_range=301-350
P0276,Customer-oriented salespeople's value creation and claiming in price negotiations.,"Kassemeier, Roland ; Alavi, Sascha ; Habel, Johannes ; Schmitz, Christian",2022,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-022-00846-x,157506244,,Y,M0445,in_pool,,missing,not_read,,,276,ebsco_record_range=301-350
P0277,Digital Leadership and Employee Creativity: The Role of Employee Job Crafting and Person-Organization Fit.,"Zhu, Jian ; Zhang, Bin ; Xie, Mingxing ; Cao, Qiuju",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.827057,156767594,,Y,M0492,in_pool,,missing,not_read,,,277,ebsco_record_range=351-400
P0278,Do bad apples do good deeds? The role of morality.,"Zhu, Jinqiang ; Xu, Shiyong",2022,"Business Ethics, the Environment & Responsibility",Wiley,"Business Ethics, the Environment & Responsibility",10.1111/beer.12419,155659956,,Y,M0462,in_pool,,missing,not_read,,,278,ebsco_record_range=301-350
P0279,Does pay for individual performance truly undermine employee creativity? The different moderating roles of vertical and horizontal collectivist orientations.,"Zhang, Yong ; He, Wei ; Long, Lirong ; Zhang, Junwei",2022,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22075,154497931,,Y,M0398,in_pool,,missing,not_read,,,279,ebsco_record_range=201-250
P0280,Does politicization influence senior public officials' work attitudes? Different forms and effects of politicization in the civil service.,"Kim, Hyunjung ; Jung, Haeil ; Kim, Sun Young",2022,Public Management Review,Taylor & Francis,Public Management Review,10.1080/14719037.2021.1883099,157843857,,Y,M0448,in_pool,,missing,not_read,,,280,ebsco_record_range=301-350
P0281,Effect of restaurant consumers' anticipated emotions on perceived value and behavioral intention in the COVID-19 context.,"Yanmei Jiang ; Lau, Antonio K. W.",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.1013209,161168633,,Y,M0464,in_pool,,missing,not_read,,,281,ebsco_record_range=301-350
P0282,"Enhancing expatriates' assignments success: the relationships between cultural intelligence, cross-cultural adaptation and performance.","Setti, Ilaria ; Sommovigo, Valentina ; Argentero, Piergiorgio",2022,Current Psychology,Springer,Current Psychology,10.1007/s12144-020-00931-w,157545509,,Y,M0484,in_pool,,missing,not_read,,,282,ebsco_record_range=351-400
P0283,How and when does follower's strengths-based leadership contribute to follower work engagement? The roles of strengths use and core self-evaluation.,"Ding, He ; Yu, Enhai",2022,German Journal of Human Resource Management / Zeitschrift für Personalforschung,SAGE,German Journal of Human Resource Management / Zeitschrift für Personalforschung,10.1177/23970022211053284,155997291,,Y,M0493,in_pool,,missing,not_read,,,283,ebsco_record_range=351-400
P0284,How does cognitive detachment from work influence employee creativity? A curvilinear relationship based on the cognitive perspective.,"He, Wenxin ; Liu, Xinmei",2022,Creativity & Innovation Management,Wiley,Creativity & Innovation Management,10.1111/caim.12493,157233741,,Y,M0459,in_pool,,missing,not_read,,,284,ebsco_record_range=301-350
P0285,"Human resource professionals' human and social capital in SMEs: small firm, big impact.","Guerrero, Sylvie ; Cayrat, Charles ; Cossette, Michel",2022,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2021.1919739,158962662,,Y,M0446,in_pool,,missing,not_read,,,285,ebsco_record_range=301-350
P0286,Influence Factors on Consumers' Instant Cross-buying under Supermarkets' Cross-border Integration: From the Perspective of the Elaboration Likelihood Model.,"Wu, Jingjing ; Chen, Yiwei ; Hu, Lin ; Xu, Anxin",2022,SAGE Open,SAGE,SAGE Open,10.1177/21582440221123502,159438690,,Y,M0485,in_pool,,missing,not_read,,,286,ebsco_record_range=351-400
P0287,Investigating the association between patient verbal aggression and emotional exhaustion among Italian health care professionals during the COVID‐19 pandemic.,"Sommovigo, Valentina ; Bernuzzi, Chiara ; Setti, Ilaria",2022,Journal of Nursing Management,Wiley,Journal of Nursing Management,10.1111/jonm.13578,159455036,,Y,M0386,in_pool,,missing,not_read,,,287,ebsco_record_range=201-250
P0288,Is Job Insecurity Harmful to All Types of Proactivity? The Moderating Role of Future Work Self Salience and Socioeconomic Status.,"He, Kaiyuan ; Wang, Jigan ; Sun, Muyun",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.839497,155462758,,Y,M0495,in_pool,,missing,not_read,,,288,ebsco_record_range=351-400
P0289,Justice change matters: Approach and avoidance mechanisms underlying the regulation of justice over time.,"Xu, Xiao-min ; Du, Danyang ; Johnson, Russell E. ; Lu, Chang-qin",2022,Journal of Applied Psychology,APA/PSYC,Journal of Applied Psychology,10.1037/apl0000973,2022-15367-001,,Y,M0672,in_pool,,missing,not_read,,,289,ebsco_record_range=551-570
P0290,Making things happen: How employees' paradox mindset influences innovative performance.,Yanjun Liu ; Hui Zhang,2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.1009209,160995366,,Y,M0465,in_pool,,missing,not_read,,,290,ebsco_record_range=301-350
P0291,Materialism Predicts College Students' Entrepreneurial Intention: A Serial Mediation Model.,"Li, Yanbin ; Zhang, Yue ; Zhang, Feng",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.864069,157257392,,Y,M0491,in_pool,,missing,not_read,,,291,ebsco_record_range=351-400
P0292,"Observing Leadership as and in Networks: A Multilevel Investigation of Shared Leadership, Discrete Emotions, and Knowledge Behaviors.","Chen, Lifang ; Yu, Guilan ; Fu, Bo",2022,Psychology Research & Behavior Management,NA,Psychology Research & Behavior Management,10.2147/prbm.s376432,159498098,,Y,M0483,in_pool,,missing,not_read,,,292,ebsco_record_range=351-400
P0293,Organizational antecedents to bootlegging and consequences for the newness of the innovation portfolio.,"Globocnik, Dietfried ; Peña Häufler, Birgit ; Salomo, Søren",2022,Journal of Product Innovation Management,Wiley,Journal of Product Innovation Management,10.1111/jpim.12626,158722981,,Y,M0447,in_pool,,missing,not_read,,,293,ebsco_record_range=301-350
P0294,Parents' Education Anxiety and Children's Academic Burnout: The Role of Parental Burnout and Family Function.,"Wu, Kai ; Wang, Feng ; Wang, Wei ; Li, Yongxin",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2021.764824,155088095,,Y,M0497,in_pool,,missing,not_read,,,294,ebsco_record_range=351-400
P0295,Perceptions of Resource Scarcity in Factor Markets: The Effect on Managerial Attention and Collaboration.,"Wiedmer, Robert ; Whipple, Judith M.",2022,Journal of Business Logistics,Wiley,Journal of Business Logistics,10.1111/jbl.12295,160065565,,Y,M0436,in_pool,,missing,not_read,,,295,ebsco_record_range=301-350
P0296,Personal and social resources in coping with long hours of the Chinese work condition: the dual roles of detachment and social motivation.,"Lu, Luo ; Chou, Chun Yi ; Cooper, Cary L.",2022,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2020.1779778,155930006,,Y,M0453,in_pool,,missing,not_read,,,296,ebsco_record_range=301-350
P0297,Pre-crisis commitment human resource management and employees' attitudes in a global pandemic: The role of trust in the government.,Eunmi Chang ; Hyun Chin ; Jeong Won Lee,2022,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22097,158329367,,Y,M0397,in_pool,,missing,not_read,,,297,ebsco_record_range=201-250
P0298,Psychosocial safety climate as a mediator between high-performance work practices and service recovery performance: an international study in the airline industry.,"Mansour, Sari ; Nogues, Sarah ; Tremblay, Diane-Gabrielle",2022,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2021.1949373,160375086,,Y,M0435,in_pool,,missing,not_read,,,298,ebsco_record_range=301-350
P0299,Standing in customers' shoes: How responsible leadership inhibits unethical pro-organizational behavior.,Ken Cheng ; Limin Guo ; Yinghui Lin ; Panpan Hu ; Changchang Hou ; Jiaying He,2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.1019734,160750387,,Y,M0466,in_pool,,missing,not_read,,,299,ebsco_record_range=301-350
P0300,Structural Equation Modeling of Common Cognitive Abilities in Preschool-Aged Children Using WPPSI-IV and BRIEF-P.,"Fiedler, Sören ; Krüger, Nina ; Daseking, Monika",2022,Children,MDPI,Children,10.3390/children9071089,158213024,,Y,M0387,in_pool,,missing,not_read,,,300,ebsco_record_range=201-250
P0301,Switching Gears: A Self-Regulatory Approach and Measure of Nonwork Role Re-Engagement Following After-Hours Work Intrusions.,"Grotto, Angela R. ; Mills, Maura J. ; Eatough, Erin M.",2022,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-021-09754-3,156859642,,Y,M0460,in_pool,,missing,not_read,,,301,ebsco_record_range=301-350
P0302,The Content of the Threat Matters: the Differential Effects of Quantitative and Qualitative Job Insecurity on Different Types of Employee Motivation.,"Long, Li-Rong ; Tu, Yan ; Wang, Hai-Jiang ; Jiang, Lixin",2022,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-021-09746-3,155871799,,Y,M0461,in_pool,,missing,not_read,,,302,ebsco_record_range=301-350
P0303,The influence of empowering leadership on repatriate knowledge transfer: understanding mechanisms and boundary conditions.,"Bucher, Jana ; Burmeister, Anne ; Osland, Joyce S. ; Deller, Jürgen",2022,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2020.1771400,155892764,,Y,M0454,in_pool,,missing,not_read,,,303,ebsco_record_range=301-350
P0304,The Influence of Taoism on Employee Low-Carbon Behavior in China: The Mediating Role of Perceived Value and Guanxi.,"Zhang, Chunyu ; Liu, Liping ; Xiao, Qijie",2022,Psychology Research & Behavior Management,NA,Psychology Research & Behavior Management,10.2147/prbm.s371945,159498112,,Y,M0482,in_pool,,missing,not_read,,,304,ebsco_record_range=351-400
P0305,The Measurement and Preliminary Application of the Concept of Family Centrality.,"Wan, Xinran ; Wang, Wei ; Wang, Shengnan ; Shan, Geyan ; Li, Yongxin",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.911292,157392052,,Y,M0490,in_pool,,missing,not_read,,,305,ebsco_record_range=351-400
P0306,The Mediating Role of Patients' Trust Between Web-Based Health Information Seeking and Patients' Uncertainty in China: Cross-sectional Web-Based Survey.,"Dong, Wei ; Lei, Xiangxi ; Liu, Yongmei",2022,Journal of Medical Internet Research,NA,Journal of Medical Internet Research,10.2196/25275,156232185,,Y,M0565,in_pool,,missing,not_read,,,306,ebsco_record_range=401-450
P0307,The moderating role of self-efficacy in the relationship between control systems and sales performance.,"Vieira, Valter Afonso ; Jones, Eli ; Faia, Valter da Silva ; Silva, Juliano Domingues da ; Negreiros, Leticia Fernandes de",2022,Journal of Personal Selling & Sales Management,Taylor & Francis,Journal of Personal Selling & Sales Management,10.1080/08853134.2022.2037435,158598047,,Y,M0458,in_pool,,missing,not_read,,,307,ebsco_record_range=301-350
P0308,The relationship between exercise intention and behavior of Chinese college students: A moderated mediation model.,Lianghao Zhu ; Junli Hou ; Bojun Zhou ; Xi Xiao ; Jingqiang Wang,2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.1006007,160378362,,Y,M0468,in_pool,,missing,not_read,,,308,ebsco_record_range=301-350
P0309,The stimulation mechanism of students’ entrepreneurial intention in entrepreneurship course: A trait activation theory perspective.,Jun Wu ; Wenhao Pan ; Shuqiu Chen ; Baijun Deng,2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2022.1031435,160722709,,Y,M0467,in_pool,,missing,not_read,,,309,ebsco_record_range=301-350
P0310,Utilizing social media in a supply chain B2B setting: A knowledge perspective.,"Agnihotri, Raj ; Kalra, Ashish ; Chen, Haozhe ; Daugherty, Patricia J.",2022,Journal of Business Logistics,Wiley,Journal of Business Logistics,10.1111/jbl.12289,156901327,,Y,M0455,in_pool,,missing,not_read,,,310,ebsco_record_range=301-350
P0311,When and How Workplace Helping Promotes Deviance? An Actor-Centric Perspective.,"Zhang, Hao ; Lin, Chunpei ; Lai, Xiumei ; Liu, Xiayi",2022,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2021.795610,154509641,,Y,M0498,in_pool,,missing,not_read,,,311,ebsco_record_range=351-400
P0312,A cross‐level analysis of organizational knowledge creation: How do transformational leaders interact with their subordinates' expertise and interpersonal relationships?,"Jeong, Shinhee",2021,Human Resource Development Quarterly,Wiley,Human Resource Development Quarterly,10.1002/hrdq.21416,150670274,,Y,M0525,in_pool,,missing,not_read,,,312,ebsco_record_range=351-400
P0313,"A cross‐level model of shared leadership, meaning, and individual creativity.","Liang, Bingqian ; Knippenberg, Daan ; Gu, Qinxuan",2021,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2494,147905946,,Y,M0538,in_pool,,missing,not_read,,,313,ebsco_record_range=401-450
P0314,A new look at the relationships between transformational leadership and employee attitudes—Does a high‐performance work system substitute and/or enhance these relationships?,"Ehrnrooth, Mats; Barner‐Rasmussen, Wilhelm; Koveshnikov, Alexei;",2021,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.22024,150206510,,Y,M0691,in_pool,,missing,not_read,,,314,
P0315,An Examination of the Links Between Organizational Social Capital and Employee Well-Being: Focusing on the Mediating Role of Quality of Work Life.,"Ko, Myeong Chul",2021,Review of Public Personnel Administration,SAGE,Review of Public Personnel Administration,10.1177/0734371x19865996,148367374,,Y,M0533,in_pool,,missing,not_read,,,315,ebsco_record_range=401-450
P0316,An updated paradigm for evaluating measurement invariance incorporating common method variance and its assessment.,"Steenkamp, Jan-Benedict E.M. ; Maydeu-Olivares, Alberto",2021,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-020-00745-z,147949243,,Y,M0520,in_pool,,missing,not_read,,,316,ebsco_record_range=351-400
P0317,Can abusive supervision motivate customer-oriented service sabotage? A multilevel research.,"Ma, Jianfeng ; Zhou, Xing ; Mu, Zhirong",2021,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2020.1715949,150938622,,Y,M0519,in_pool,,missing,not_read,,,317,ebsco_record_range=351-400
P0318,Challenging or hindering? The roles of goal orientation and cognitive appraisal in stressor‐performance relationships.,"Ma, Jie ; Peng, Yisheng ; Wu, Bo",2021,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2503,149077867,,Y,M0534,in_pool,,missing,not_read,,,318,ebsco_record_range=401-450
