"study","scenario","true_b2","n","n_reps","cmv_prop","same_source","measurement_key","measurement_profile","measurement_mode","power_X2","type2_rate_X2","type1_rate_X2","mean_b_X2_tmgt","bias_b_X2"
"ambiversion_power","grant_ambivert",-0.14,1500,1000,0.25,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.78,0.22,NA,-0.0598768533823562,0.0801231466176438
"ambiversion_power","grant_ambivert",-0.14,1500,1000,0.5,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.511,0.489,NA,-0.0390258103304799,0.10097418966952
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.996,0.004,NA,-0.109064415130068,0.0309355848699321
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0.25,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.899,0.101,NA,-0.061618682049396,0.078381317950604
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0.5,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.626,0.374,NA,-0.039184941326945,0.100815058673055
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",1,0,NA,-0.107720302286729,0.0322796977132711
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0.25,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.971,0.029,NA,-0.0598249768376795,0.0801750231623205
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0.5,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.796,0.204,NA,-0.0384755543851522,0.101524445614848
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",1,0,NA,-0.108230850755849,0.0317691492441506
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0.25,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.997,0.003,NA,-0.0605345776796279,0.0794654223203721
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0.5,TRUE,"facet_cumulative","Facet cumulative (assertiveness + enthusiasm)","facet_cumulative",0.941,0.0590000000000001,NA,-0.0387900144488333,0.101209985551167
"ambiversion_power","grant_ambivert",-0.14,340,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.419,0.581,NA,-0.0512082885951438,0.0887917114048562
"ambiversion_power","grant_ambivert",-0.14,340,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.24,0.76,NA,-0.039850623670123,0.100149376329877
"ambiversion_power","grant_ambivert",-0.14,340,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.134,0.866,NA,-0.0312101475800283,0.108789852419972
"ambiversion_power","grant_ambivert",-0.14,500,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.574,0.426,NA,-0.0508356727126302,0.0891643272873698
"ambiversion_power","grant_ambivert",-0.14,500,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.297,0.703,NA,-0.0391384104541566,0.100861589545843
"ambiversion_power","grant_ambivert",-0.14,500,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.203,0.797,NA,-0.0337144783151883,0.106285521684812
"ambiversion_power","grant_ambivert",-0.14,750,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.756,0.244,NA,-0.0506205920303356,0.0893794079696645
"ambiversion_power","grant_ambivert",-0.14,750,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.451,0.549,NA,-0.0402663486493754,0.0997336513506246
"ambiversion_power","grant_ambivert",-0.14,750,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.285,0.715,NA,-0.0334069623984763,0.106593037601524
"ambiversion_power","grant_ambivert",-0.14,1000,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.857,0.143,NA,-0.0506459926831677,0.0893540073168324
"ambiversion_power","grant_ambivert",-0.14,1000,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.578,0.422,NA,-0.0407895419589568,0.0992104580410432
"ambiversion_power","grant_ambivert",-0.14,1000,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.338,0.662,NA,-0.0332761640575375,0.106723835942462
"ambiversion_power","grant_ambivert",-0.14,1500,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.959,0.041,NA,-0.0510191067456149,0.0889808932543851
"ambiversion_power","grant_ambivert",-0.14,1500,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.727,0.273,NA,-0.0406471516532191,0.0993528483467809
"ambiversion_power","grant_ambivert",-0.14,1500,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.481,0.519,NA,-0.0330649663111483,0.106935033688852
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.991,0.00900000000000001,NA,-0.0511433064869677,0.0888566935130323
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.839,0.161,NA,-0.0400810665455159,0.0999189334544842
"ambiversion_power","grant_ambivert",-0.14,2000,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.589,0.411,NA,-0.0333196175483587,0.106680382451641
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.999,0.001,NA,-0.0503064715498286,0.0896935284501714
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.954,0.046,NA,-0.0405473742315694,0.0994526257684306
"ambiversion_power","grant_ambivert",-0.14,3000,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.766,0.234,NA,-0.0330583275102846,0.106941672489715
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",1,0,NA,-0.0511372533163412,0.0888627466836588
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0.25,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.995,0.005,NA,-0.0402709155186679,0.0997290844813321
"ambiversion_power","grant_ambivert",-0.14,5000,1000,0.5,TRUE,"facet_balance","Facet balance (assertiveness-enthusiasm equilibrium)","facet_balance",0.933,0.0669999999999999,NA,-0.0330968959780764,0.106903104021924
