"scenario","scenario_label","true_b2","true_b5","optimal_x","n","n_reps","cmv_prop","same_source","rho_m_x","rho_m_y","rho_m_w","asymmetric","measurement_profile","prop_sig_X2_tmgt","prop_sig_X2W_tmgt","prop_sig_X2_quadratic","mean_b_X2_tmgt","mean_b_X2W_tmgt","type1_rate_X2","type2_rate_X2","type1_rate_X2W","type2_rate_X2W","power_X2","mean_r2_tmgt","mean_r2_linear"
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0,FALSE,0.3,0.3,0.3,FALSE,"default",0.633,0.118,0.658,-0.132229938584016,-0.0463219429482661,NA,0.367,NA,0.882,0.633,0.183781328201522,0.148344536917758
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0.25,FALSE,0.3,0.3,0.3,FALSE,"default",0.294,0.09,0.313,-0.0799257453082859,-0.0239625551113053,NA,0.706,NA,0.91,0.294,0.108571391216681,0.0880980912883945
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0.5,FALSE,0.3,0.3,0.3,FALSE,"default",0.124,0.064,0.115,-0.0384091238523435,-0.0100444364550175,NA,0.876,NA,0.936,0.124,0.0592590804252225,0.0463159714692902
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0.25,TRUE,0.3,0,0,TRUE,"default",0.284,0.066,0.274,-0.0763054761333211,-0.0263030309397431,NA,0.716,NA,0.934,0.284,0.107471294696857,0.0879162199896342
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0.25,TRUE,0.3,0.1,0,TRUE,"default",0.299,0.076,0.32,-0.080216078738019,-0.0227896373361528,NA,0.701,NA,0.924,0.299,0.113083304550509,0.0926908872208111
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,200,1000,0.5,TRUE,0.3,0,0,TRUE,"default",0.115,0.054,0.125,-0.0397840915394912,-0.0100911093217987,NA,0.885,NA,0.946,0.115,0.0613885028862356,0.0485155159227791
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0,TRUE,0,0,0,FALSE,"default",0.872,0.186,0.87,-0.133647673040696,-0.0472838698367461,NA,0.128,NA,0.814,0.872,0.176609630723134,0.143404873142368
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,TRUE,0,0,0,FALSE,"default",0.446,0.091,0.447,-0.0772594085528775,-0.0240726292608532,NA,0.554,NA,0.909,0.446,0.0978182573946165,0.0818346229050811
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.5,TRUE,0,0,0,FALSE,"default",0.151,0.053,0.155,-0.0395113224292254,-0.00682656188706558,NA,0.849,NA,0.947,0.151,0.0492130934725279,0.0408100591503918
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0,FALSE,0,0,0,FALSE,"default",0.89,0.217,0.886,-0.134419309225527,-0.0503527589943963,NA,0.11,NA,0.783,0.89,0.176555214782682,0.142791044768794
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,FALSE,0,0,0,FALSE,"default",0.465,0.103,0.476,-0.0788032386214121,-0.0258903094992627,NA,0.535,NA,0.897,0.465,0.098852236941501,0.0827321984577251
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.5,FALSE,0,0,0,FALSE,"default",0.152,0.053,0.155,-0.0399179934898721,-0.0129019678907808,NA,0.848,NA,0.947,0.152,0.0505863054524536,0.0420868670531102
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0,TRUE,0.3,0.3,0.3,FALSE,"default",0.887,0.188,0.895,-0.135543777434133,-0.0467250804999995,NA,0.113,NA,0.812,0.887,0.177429176001671,0.143885669224403
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,TRUE,0.3,0.3,0.3,FALSE,"default",0.466,0.084,0.476,-0.0797310687400538,-0.0222142261674187,NA,0.534,NA,0.916,0.466,0.1138944829306,0.0978548600668498
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.5,TRUE,0.3,0.3,0.3,FALSE,"default",0.172,0.056,0.173,-0.0394075913041586,-0.00917996974164945,NA,0.828,NA,0.944,0.172,0.0724639367073681,0.0641347502271599
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0,FALSE,0.3,0.3,0.3,FALSE,"default",0.875,0.157,0.872,-0.134949683532287,-0.0459915009421222,NA,0.125,NA,0.843,0.875,0.179258233845088,0.145654681872938
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,FALSE,0.3,0.3,0.3,FALSE,"default",0.472,0.088,0.478,-0.079602221737413,-0.0241177993057343,NA,0.528,NA,0.912,0.472,0.0981958350905034,0.0818292582461111
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.5,FALSE,0.3,0.3,0.3,FALSE,"default",0.17,0.047,0.167,-0.0391538826284236,-0.0115976922293331,NA,0.83,NA,0.953,0.17,0.049147378938518,0.0403896881035993
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,TRUE,0.3,0,0,TRUE,"default",0.453,0.076,0.469,-0.077136919700234,-0.0233745725918616,NA,0.547,NA,0.924,0.453,0.0989986132623036,0.083379143659818
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.25,TRUE,0.3,0.1,0,TRUE,"default",0.48,0.088,0.499,-0.0810861483409172,-0.0239900446095392,NA,0.52,NA,0.912,0.48,0.102889322130707,0.0861419934985555
"moderated_tmgt","Moderated TMGT (peak shifts with W)",-0.15,-0.05,1.33333333333333,340,1000,0.5,TRUE,0.3,0,0,TRUE,"default",0.151,0.066,0.159,-0.0398304612110157,-0.00989151327860574,NA,0.849,NA,0.934,0.151,0.0504927852652602,0.0418009001526807
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0,TRUE,0,0,0,FALSE,"default",0.993,0.059,0.996,-0.243980765230408,-0.000309063252347305,NA,0.007,0.059,NA,0.993,0.3210459131934,0.223078380139442
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0.25,TRUE,0,0,0,FALSE,"default",0.724,0.052,0.73,-0.14177430212755,0.00338976439827491,NA,0.276,0.052,NA,0.724,0.163732668636018,0.121477899558748
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0.5,TRUE,0,0,0,FALSE,"default",0.27,0.056,0.281,-0.0705983913056922,0.000829379796086071,NA,0.73,0.056,NA,0.27,0.0750621246896235,0.0567855085859122
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0,FALSE,0,0,0,FALSE,"default",0.993,0.065,0.994,-0.245326162487868,0.00302280994032717,NA,0.007,0.065,NA,0.993,0.320005574526863,0.221727439551836
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0.25,FALSE,0,0,0,FALSE,"default",0.756,0.045,0.777,-0.144545209665037,0.000758348418185746,NA,0.244,0.045,NA,0.756,0.164198098868512,0.121918452271792
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0.5,FALSE,0,0,0,FALSE,"default",0.243,0.054,0.261,-0.0671686046366948,5.76034502014351e-05,NA,0.757,0.054,NA,0.243,0.0744852513660482,0.0565597029933627
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0,TRUE,0.3,0.3,0.3,FALSE,"default",0.992,0.068,0.994,-0.246573033253554,0.00110507956252483,NA,0.008,0.068,NA,0.992,0.320490086724198,0.220209133411096
"ideal_tmgt","Ideal TMGT (strong inverted-U)",-0.25,0,1,200,1000,0.25,TRUE,0.3,0.3,0.3,FALSE,"default",0.727,0.059,0.747,-0.140289787992791,0.000235582730744949,NA,0.273,0.059,NA,0.727,0.176616619482335,0.135840324083236
